OrderDetailID,OrderID,ProductID,Quantity,Price
8723,2894,621,3,20.87
8724,2895,66,1,69.0
8725,2895,619,9,84.65
8726,2895,64,1,68.0
8727,2896,302,4,11.36
8728,2896,143,8,53.93
8729,2896,142,1,70.96
8730,2897,407,10,36.02
8731,2897,458,7,66.57
8732,2897,567,1,85.08
8733,2898,178,7,87.72
8734,2898,957,3,88.42
8735,2898,830,8,47.55
8736,2898,232,2,17.89
8737,2898,253,2,77.19
8738,2899,348,4,87.36
8739,2899,516,8,99.33
8740,2899,283,2,33.95
8741,2899,988,3,48.87
8742,2900,138,10,29.87
8743,2900,814,7,70.32
8744,2900,821,5,75.75
8745,2901,289,4,55.56
8746,2902,854,9,88.49
8747,2902,65,7,54.75
8748,2903,708,9,75.36
8749,2903,854,6,91.75
8750,2904,365,9,35.59
8751,2905,266,4,60.19
8752,2905,598,5,53.97
8753,2905,345,3,81.68
8754,2905,972,10,53.59
8755,2906,668,5,40.04
8756,2906,622,8,92.12
8757,2907,966,10,58.89
8758,2907,192,5,40.59
8759,2907,709,5,12.37
8760,2907,667,5,23.62
8761,2907,22,1,20.15
8762,2908,626,7,20.66
8763,2908,780,8,50.1
8764,2908,330,5,43.46
8765,2908,580,1,74.92
8766,2908,451,10,59.18
8767,2909,956,3,97.88
8768,2909,442,10,25.91
8769,2909,804,4,31.32
8770,2909,347,4,93.37
8771,2910,34,3,68.89
8772,2911,965,4,63.54
8773,2911,882,3,87.97
8774,2911,379,7,72.39
8775,2912,863,8,70.14
8776,2912,224,2,25.81
8777,2912,368,3,38.03
8778,2912,544,8,82.6
8779,2913,227,2,76.43
8780,2914,65,8,41.59
8781,2915,244,4,42.84
8782,2915,201,7,22.79
8783,2915,302,10,66.88
8784,2915,128,6,17.79
8785,2916,594,5,38.03
8786,2916,567,8,89.73
8787,2916,488,2,51.18
8788,2916,71,4,39.13
8789,2917,221,6,90.64
8790,2917,686,9,71.28
8791,2917,86,1,92.26
8792,2917,803,5,58.47
8793,2917,790,3,39.77
8794,2918,739,8,29.16
8795,2918,435,5,27.92
8796,2919,877,2,48.74
8797,2919,786,3,10.02
8798,2920,632,3,94.0
8799,2920,431,9,69.51
8800,2920,721,8,60.25
8801,2920,157,8,53.33
8802,2920,106,6,30.0
8803,2921,810,3,14.24
8804,2921,605,8,87.52
8805,2921,767,6,13.25
8806,2921,394,7,65.44
8807,2922,701,3,99.71
8808,2923,322,7,56.62
8809,2923,579,5,36.22
8810,2923,431,5,83.94
8811,2923,243,4,18.94
8812,2923,927,2,17.84
8813,2924,775,9,38.59
8814,2924,988,1,25.31
8815,2924,767,3,18.94
8816,2924,43,7,74.49
8817,2925,733,4,77.52
8818,2926,256,3,30.78
8819,2926,379,2,59.49
8820,2926,888,3,23.02
8821,2926,675,2,48.48
8822,2927,409,2,27.93
8823,2927,917,1,85.29
8824,2927,753,4,81.96
8825,2928,978,8,17.07
8826,2928,687,5,56.01
8827,2928,698,6,95.79
8828,2928,316,4,12.67
8829,2928,476,5,80.43
8830,2929,756,8,52.2
8831,2929,298,2,68.34
8832,2929,301,7,83.96
8833,2929,767,6,88.1
8834,2930,216,2,46.12
8835,2930,206,3,89.71
8836,2930,228,4,73.52
8837,2930,202,1,39.93
8838,2930,753,6,51.7
8839,2931,834,7,46.35
8840,2931,58,8,99.97
8841,2931,192,6,12.09
8842,2931,737,7,48.49
8843,2931,46,7,61.8
8844,2932,20,9,94.28
8845,2932,729,3,48.39
8846,2932,972,1,47.88
8847,2933,420,6,41.15
8848,2933,868,4,22.24
8849,2933,782,5,54.68
8850,2933,887,2,68.37
8851,2933,266,2,26.26
8852,2934,15,5,27.59
8853,2934,447,9,35.52
8854,2934,865,4,38.65
8855,2935,52,1,10.48
8856,2935,69,9,69.41
8857,2935,160,1,91.15
8858,2935,500,2,44.87
8859,2936,544,9,20.96
8860,2936,221,10,66.83
8861,2937,489,2,60.97
8862,2937,519,10,61.81
8863,2938,573,2,95.82
8864,2938,548,8,88.77
8865,2939,99,7,39.92
8866,2939,100,9,95.96
8867,2940,755,6,51.09
8868,2940,763,1,19.23
8869,2940,33,9,48.79
8870,2940,451,6,77.45
8871,2941,422,3,37.56
8872,2941,802,2,40.04
8873,2942,630,4,25.12
8874,2942,110,7,88.51
8875,2942,346,2,53.87
8876,2942,501,4,16.99
8877,2942,86,10,79.1
8878,2943,923,5,61.24
8879,2943,119,4,39.35
8880,2943,731,8,70.87
8881,2943,437,3,80.51
8882,2944,351,10,32.23
8883,2944,504,7,69.33
8884,2944,65,2,87.52
8885,2945,329,7,77.81
8886,2945,435,6,19.92
8887,2946,611,2,51.02
8888,2946,481,2,79.05
8889,2947,548,4,47.21
8890,2947,548,2,88.16
8891,2947,968,4,35.86
8892,2948,804,6,12.11
8893,2948,207,5,46.2
8894,2949,319,10,47.42
8895,2949,650,9,49.69
8896,2949,457,5,68.11
8897,2949,303,7,72.99
8898,2950,726,5,58.5
8899,2950,118,9,86.26
8900,2950,876,8,29.59
8901,2951,676,3,19.52
8902,2951,131,6,91.49
8903,2951,523,9,94.55
8904,2951,982,8,35.15
8905,2951,41,6,15.23
8906,2952,349,2,28.72
8907,2953,383,1,59.09
8908,2953,679,7,39.09
8909,2953,429,10,60.64
8910,2953,440,4,59.1
8911,2954,301,8,89.61
8912,2954,81,4,37.71
8913,2954,170,6,76.98
8914,2955,856,4,33.73
8915,2955,852,2,12.3
8916,2955,378,8,84.43
8917,2955,139,10,75.73
8918,2955,998,10,94.99
8919,2956,860,7,43.0
8920,2956,783,3,95.43
8921,2956,792,1,88.9
8922,2956,838,8,66.86
8923,2957,914,10,30.98
8924,2957,385,8,86.95
8925,2958,466,5,38.03
8926,2958,98,1,87.61
8927,2958,918,9,32.67
8928,2958,600,8,91.18
8929,2959,533,3,98.76
8930,2960,924,1,29.61
8931,2961,37,10,76.22
8932,2961,344,9,26.49
8933,2961,754,2,92.76
8934,2962,203,3,83.4
8935,2962,938,1,29.0
8936,2962,681,1,49.34
8937,2962,405,5,91.1
8938,2963,99,9,93.89
8939,2963,487,9,81.16
8940,2963,511,10,52.03
8941,2964,525,5,41.47
8942,2964,513,8,65.73
8943,2964,901,6,51.87
8944,2964,595,8,17.68
8945,2964,300,10,17.79
8946,2965,863,5,47.51
8947,2965,663,10,14.87
8948,2965,385,10,73.76
8949,2965,963,3,81.99
8950,2965,654,10,82.27
8951,2966,22,9,87.43
8952,2967,972,3,78.57
8953,2967,687,9,96.59
8954,2968,533,7,58.78
8955,2968,677,10,61.42
8956,2968,309,3,11.6
8957,2968,235,3,94.79
8958,2969,62,4,99.64
8959,2969,900,6,92.43
8960,2969,268,2,18.7
8961,2970,41,8,99.79
8962,2970,383,2,99.86
8963,2971,222,6,26.0
8964,2971,577,5,64.02
8965,2972,448,1,32.38
8966,2972,646,10,47.58
8967,2972,706,2,99.44
8968,2972,553,5,80.79
8969,2973,169,10,53.01
8970,2973,309,6,28.54
8971,2973,980,7,58.85
8972,2973,408,2,22.91
8973,2973,770,10,50.38
8974,2974,386,3,20.22
8975,2974,652,4,40.17
8976,2974,647,6,46.36
8977,2974,70,5,74.91
8978,2975,353,4,94.11
8979,2976,642,4,71.56
8980,2976,312,9,84.08
8981,2976,657,10,88.1
8982,2976,731,6,32.05
8983,2976,953,2,26.04
8984,2977,33,9,78.94
8985,2978,945,1,38.06
8986,2978,996,1,88.09
8987,2978,287,2,97.94
8988,2978,462,1,29.34
8989,2978,734,5,26.5
8990,2979,818,8,75.06
8991,2979,223,2,28.41
8992,2980,319,2,36.31
8993,2980,642,8,21.15
8994,2981,587,8,88.4
8995,2981,403,3,86.05
8996,2981,778,8,80.53
8997,2981,481,10,86.82
8998,2981,676,5,75.48
8999,2982,182,2,13.16
9000,2982,107,8,22.22
9001,2982,914,5,58.78
9002,2982,137,2,73.77
9003,2982,915,2,91.26
9004,2983,21,8,71.55
9005,2983,432,4,17.22
9006,2983,148,5,71.87
9007,2984,601,7,83.48
9008,2984,638,7,72.92
9009,2984,998,6,18.29
9010,2985,402,3,53.33
9011,2985,283,6,53.58
9012,2985,435,6,93.34
9013,2985,545,7,80.1
9014,2986,167,4,49.75
9015,2986,381,8,51.62
9016,2986,693,8,21.07
9017,2986,68,10,63.17
9018,2987,875,10,80.9
9019,2987,505,7,74.92
9020,2988,2,8,67.32
9021,2988,2,3,25.41
9022,2988,450,10,87.56
9023,2988,794,3,76.29
9024,2989,345,3,49.82
9025,2989,869,5,95.41
9026,2989,1,1,29.75
9027,2990,509,9,67.34
9028,2990,41,7,98.88
9029,2990,991,5,48.13
9030,2990,975,6,85.01
9031,2990,315,10,17.89
9032,2991,425,9,68.1
9033,2991,844,5,64.09
9034,2991,524,8,72.73
9035,2991,617,4,72.89
9036,2991,8,4,74.95
9037,2992,171,7,59.76
9038,2992,954,7,55.11
9039,2993,664,4,52.34
9040,2994,994,8,57.82
9041,2994,805,5,39.49
9042,2994,723,7,89.81
9043,2995,5,10,22.9
9044,2995,766,7,35.91
9045,2996,933,9,20.05
9046,2997,154,3,41.14
9047,2997,472,6,11.72
9048,2998,142,3,47.94
9049,2999,771,4,72.3
9050,2999,383,1,61.48
9051,2999,859,6,43.29
9052,3000,238,2,35.78
9053,3000,584,3,69.35
9054,3000,435,7,25.96
9055,3000,828,5,54.22
9056,3001,3,4,98.2
9057,3001,156,9,15.34
9058,3001,985,2,15.48
9059,3001,148,5,38.45
9060,3002,694,7,34.56
9061,3002,645,8,68.97
9062,3002,246,10,64.27
9063,3002,399,10,53.05
9064,3002,251,4,78.03
9065,3003,785,4,32.12
9066,3003,201,4,57.43
9067,3003,839,7,59.85
9068,3003,216,9,74.77
9069,3003,409,9,62.28
9070,3004,154,6,56.15
9071,3004,983,8,28.94
9072,3004,892,7,97.01
9073,3004,105,7,41.37
9074,3004,761,3,32.45
9075,3005,503,10,85.04
9076,3006,242,8,58.91
9077,3006,503,4,75.95
9078,3006,369,3,20.26
9079,3006,619,9,12.26
9080,3006,965,9,33.01
9081,3007,414,1,70.02
9082,3007,952,4,93.62
9083,3007,181,10,91.78
9084,3007,799,10,75.22
9085,3007,59,9,45.51
9086,3008,737,3,46.75
9087,3008,647,7,26.66
9088,3009,920,1,50.46
9089,3010,468,8,82.59
9090,3010,552,7,96.56
9091,3010,687,4,73.11
9092,3010,494,2,57.95
9093,3011,624,1,42.3
9094,3012,449,5,91.66
9095,3012,514,10,90.52
9096,3012,234,4,12.97
9097,3012,221,8,35.26
9098,3012,685,7,24.2
9099,3013,144,7,20.56
9100,3013,727,4,31.75
9101,3013,287,9,72.36
9102,3014,193,7,41.52
9103,3014,541,9,34.64
9104,3014,621,2,65.27
9105,3014,844,7,77.89
9106,3015,217,3,62.23
9107,3016,410,4,95.0
9108,3017,187,5,52.04
9109,3017,869,4,63.95
9110,3017,357,8,78.89
9111,3017,828,7,69.45
9112,3018,331,1,11.01
9113,3018,144,9,93.59
9114,3018,724,5,85.91
9115,3018,521,6,57.22
9116,3018,895,1,12.43
9117,3019,832,10,92.17
9118,3019,440,7,90.94
9119,3019,956,10,24.49
9120,3019,715,5,68.04
9121,3019,898,6,72.11
9122,3020,67,5,65.47
9123,3020,318,9,78.0
9124,3020,766,4,41.03
9125,3021,500,6,34.59
9126,3021,857,5,95.62
9127,3021,330,4,99.23
9128,3021,862,5,65.68
9129,3021,402,2,74.42
9130,3022,512,10,64.47
9131,3022,456,8,22.82
9132,3022,165,3,72.79
9133,3022,315,7,75.74
9134,3023,775,6,94.09
9135,3024,973,1,10.94
9136,3024,509,1,22.22
9137,3025,760,1,87.05
9138,3025,488,7,82.44
9139,3025,627,8,78.76
9140,3026,711,10,31.89
9141,3026,551,1,90.74
9142,3026,111,5,42.25
9143,3026,892,9,43.96
9144,3027,694,1,20.53
9145,3027,446,9,90.18
9146,3027,73,3,78.55
9147,3027,908,1,54.82
9148,3027,894,1,14.92
9149,3028,627,10,71.57
9150,3028,974,6,42.94
9151,3028,906,6,93.51
9152,3028,225,10,90.43
9153,3029,886,3,88.0
9154,3029,263,6,42.03
9155,3030,347,3,29.09
9156,3030,131,2,37.33
9157,3030,996,9,98.7
9158,3030,317,5,79.01
9159,3031,637,10,61.71
9160,3031,672,2,91.89
9161,3032,578,10,27.92
9162,3032,961,1,31.46
9163,3032,82,6,49.06
9164,3032,335,10,92.09
9165,3033,14,6,76.42
9166,3033,690,7,63.8
9167,3033,726,2,11.17
9168,3033,442,4,47.01
9169,3034,667,2,82.7
9170,3035,873,8,36.21
9171,3035,722,9,68.33
9172,3035,66,8,84.47
9173,3035,26,7,62.01
9174,3035,616,4,84.95
9175,3036,71,5,38.26
9176,3036,559,8,90.02
9177,3037,597,10,78.19
9178,3037,911,10,45.69
9179,3037,518,10,96.56
9180,3037,241,1,80.27
9181,3037,192,9,35.82
9182,3038,148,2,55.22
9183,3038,49,6,44.5
9184,3038,54,9,94.21
9185,3039,585,2,23.48
9186,3040,55,5,73.15
9187,3040,560,6,76.99
9188,3040,541,10,47.89
9189,3040,270,10,94.22
9190,3041,562,5,34.51
9191,3042,609,4,58.93
9192,3043,362,5,51.32
9193,3043,638,3,91.4
9194,3043,657,1,71.86
9195,3043,382,5,55.93
9196,3044,543,8,13.32
9197,3044,409,7,23.79
9198,3044,29,1,85.03
9199,3045,7,10,68.39
9200,3045,317,5,66.35
9201,3045,893,2,42.46
9202,3045,880,2,22.47
9203,3046,939,6,14.74
9204,3046,405,6,87.38
9205,3047,857,1,86.18
9206,3047,850,6,12.62
9207,3047,358,10,11.87
9208,3047,524,6,67.95
9209,3048,439,6,53.62
9210,3048,913,10,29.15
9211,3048,824,8,61.56
9212,3048,991,4,62.53
9213,3049,316,8,33.99
9214,3049,473,3,88.87
9215,3049,864,10,13.75
9216,3049,196,6,88.26
9217,3049,85,10,75.87
9218,3050,828,1,63.32
9219,3050,28,3,51.0
9220,3050,929,5,54.74
9221,3050,932,5,26.86
9222,3051,173,2,19.06
9223,3051,833,10,14.43
9224,3052,664,7,78.57
9225,3052,137,4,53.65
9226,3052,197,9,19.82
9227,3052,225,4,10.67
9228,3053,250,2,99.7
9229,3053,379,3,32.49
9230,3053,547,1,28.66
9231,3053,396,4,82.02
9232,3053,756,3,56.35
9233,3054,649,3,82.28
9234,3054,427,6,46.31
9235,3054,921,9,45.34
9236,3055,35,6,92.81
9237,3055,42,1,14.47
9238,3055,369,9,61.82
9239,3055,359,4,59.0
9240,3055,336,8,84.9
9241,3056,935,2,86.79
9242,3057,227,9,98.87
9243,3057,765,6,50.87
9244,3057,110,9,67.21
9245,3058,465,10,97.0
9246,3058,730,5,65.73
9247,3058,742,2,81.92
9248,3058,902,9,98.19
9249,3059,356,2,95.97
9250,3060,438,7,18.34
9251,3060,611,10,40.7
9252,3060,114,8,18.39
9253,3061,889,7,92.68
9254,3062,864,3,91.96
9255,3062,401,7,58.27
9256,3062,371,5,87.1
9257,3062,322,6,31.14
9258,3063,226,8,93.8
9259,3063,509,7,49.02
9260,3063,619,10,90.05
9261,3063,634,10,14.1
9262,3064,283,5,93.05
9263,3064,817,3,30.97
9264,3065,105,7,26.29
9265,3065,391,7,97.52
9266,3065,523,5,65.25
9267,3065,111,9,68.33
9268,3065,100,5,44.64
9269,3066,562,9,31.03
9270,3066,224,6,58.37
9271,3067,676,6,77.67
9272,3068,89,6,17.39
9273,3068,205,2,70.98
9274,3069,354,7,20.23
9275,3069,112,8,90.7
9276,3070,497,9,36.06
9277,3070,193,5,37.6
9278,3071,808,4,50.11
9279,3071,767,3,30.4
9280,3071,636,2,53.43
9281,3071,390,2,64.91
9282,3071,996,7,60.18
9283,3072,355,9,59.17
9284,3072,683,9,99.02
9285,3073,678,4,20.81
9286,3073,650,6,72.66
9287,3073,698,8,37.4
9288,3074,459,5,50.23
9289,3074,29,8,27.58
9290,3074,489,3,61.72
9291,3074,430,2,77.13
9292,3074,356,7,40.74
9293,3075,604,10,82.9
9294,3075,57,7,21.22
9295,3075,920,4,76.67
9296,3075,269,3,39.59
9297,3076,519,1,63.76
9298,3077,342,6,17.01
9299,3077,920,3,36.05
9300,3077,378,3,56.25
9301,3078,243,5,59.24
9302,3078,7,2,96.65
9303,3078,866,2,70.38
9304,3078,50,7,32.67
9305,3079,312,5,39.29
9306,3080,505,6,85.88
9307,3080,21,2,83.71
9308,3081,628,2,34.85
9309,3081,964,2,44.16
9310,3081,968,5,99.44
9311,3081,360,8,30.51
9312,3082,436,9,34.31
9313,3082,742,10,17.98
9314,3082,274,2,66.64
9315,3082,519,2,11.4
9316,3083,499,2,61.65
9317,3084,658,2,69.13
9318,3084,307,6,19.15
9319,3084,597,6,18.88
9320,3084,597,6,39.42
9321,3085,556,8,87.17
9322,3085,393,9,13.27
9323,3086,180,10,45.46
9324,3086,744,2,86.04
9325,3086,530,1,58.16
9326,3086,248,9,56.67
9327,3087,392,9,37.98
9328,3088,879,8,74.22
9329,3088,201,1,84.09
9330,3089,33,8,93.52
9331,3089,807,5,75.11
9332,3089,395,5,32.57
9333,3089,4,4,11.97
9334,3089,8,7,70.44
9335,3090,367,2,70.67
9336,3090,630,1,56.05
9337,3090,859,9,53.15
9338,3091,55,1,25.96
9339,3091,654,7,31.52
9340,3092,828,8,26.5
9341,3092,212,8,29.98
9342,3093,628,6,15.33
9343,3093,852,4,23.15
9344,3093,665,7,90.15
9345,3093,340,10,14.33
9346,3094,240,6,28.98
9347,3094,864,3,24.79
9348,3094,776,6,33.42
9349,3094,211,1,96.88
9350,3095,882,4,96.52
9351,3095,577,8,89.98
9352,3095,788,5,85.91
9353,3096,200,6,82.84
9354,3097,445,5,23.06
9355,3097,61,7,84.16
9356,3097,733,1,64.91
9357,3097,638,8,24.07
9358,3097,262,1,73.06
9359,3098,265,4,20.3
9360,3099,298,2,81.2
9361,3099,623,10,86.92
9362,3099,719,4,49.08
9363,3099,430,5,74.55
9364,3100,715,6,93.18
9365,3100,907,3,48.52
9366,3101,423,3,58.6
9367,3102,675,3,25.05
9368,3102,534,5,28.33
9369,3102,872,8,64.83
9370,3102,631,4,58.4
9371,3102,612,6,93.14
9372,3103,377,9,60.87
9373,3103,160,6,15.74
9374,3103,495,5,88.05
9375,3104,181,10,34.37
9376,3104,456,8,41.98
9377,3104,376,6,19.19
9378,3105,867,9,70.59
9379,3105,633,6,99.57
9380,3105,207,9,26.93
9381,3105,503,7,48.11
9382,3105,792,8,15.24
9383,3106,753,1,17.04
9384,3107,643,2,32.08
9385,3107,660,9,54.37
9386,3108,657,5,26.07
9387,3108,309,5,76.34
9388,3109,845,6,35.97
9389,3109,795,6,77.91
9390,3110,296,10,55.58
9391,3110,730,4,65.66
9392,3110,907,9,97.35
9393,3110,576,3,42.58
9394,3111,889,5,29.36
9395,3111,639,4,94.44
9396,3111,706,4,93.88
9397,3112,178,2,41.68
9398,3112,502,4,71.22
9399,3112,294,7,47.8
9400,3113,963,7,95.76
9401,3114,656,10,82.83
9402,3114,753,3,97.49
9403,3114,262,8,19.18
9404,3114,367,8,80.16
9405,3114,426,2,11.55
9406,3115,681,2,13.5
9407,3116,839,1,24.61
9408,3116,912,2,74.42
9409,3117,597,6,96.51
9410,3117,110,3,18.69
9411,3118,611,9,30.2
9412,3118,196,3,59.99
9413,3118,934,5,18.88
9414,3118,1000,3,94.19
9415,3119,839,4,66.51
9416,3119,423,3,20.24
9417,3119,271,6,28.26
9418,3119,487,2,40.25
9419,3120,274,6,21.22
9420,3121,403,8,58.92
9421,3121,452,8,59.54
9422,3121,830,1,78.92
9423,3121,984,2,71.11
9424,3121,655,6,78.54
9425,3122,214,3,48.04
9426,3123,191,4,91.57
9427,3123,724,7,27.12
9428,3123,364,5,47.31
9429,3124,213,4,74.55
9430,3125,723,4,17.79
9431,3125,898,6,50.0
9432,3125,582,8,32.26
9433,3125,206,9,19.02
9434,3125,301,6,40.47
9435,3126,991,9,75.66
9436,3126,448,3,66.7
9437,3126,7,3,89.1
9438,3126,338,7,35.58
9439,3127,239,1,66.03
9440,3127,779,10,58.07
9441,3127,522,10,98.04
9442,3127,615,6,11.12
9443,3127,713,9,49.3
9444,3128,402,10,61.43
9445,3128,580,4,70.11
9446,3128,974,2,99.87
9447,3128,662,2,89.82
9448,3128,643,10,36.14
9449,3129,280,7,20.59
9450,3129,241,2,63.88
9451,3129,679,1,13.25
9452,3129,297,2,42.61
9453,3130,507,6,56.77
9454,3131,928,4,90.88
9455,3131,944,8,28.97
9456,3131,210,4,24.92
9457,3131,485,1,21.75
9458,3132,620,7,46.76
9459,3132,445,9,48.95
9460,3132,909,9,43.21
9461,3132,553,5,29.13
9462,3132,92,7,24.54
9463,3133,61,7,41.91
9464,3134,313,10,32.78
9465,3135,212,10,94.14
9466,3135,752,6,71.6
9467,3135,298,4,17.04
9468,3135,349,6,49.51
9469,3136,679,1,93.9
9470,3137,678,3,51.49
9471,3138,425,1,60.15
9472,3138,645,9,99.07
9473,3138,782,6,59.32
9474,3138,625,8,64.71
9475,3138,340,9,36.95
9476,3139,924,3,26.95
9477,3139,269,10,34.89
9478,3139,342,3,76.76
9479,3140,354,9,48.99
9480,3140,435,3,67.84
9481,3141,775,10,90.58
9482,3142,565,1,71.39
9483,3143,669,10,88.55
9484,3144,599,2,38.53
9485,3144,818,5,77.06
9486,3144,299,1,42.24
9487,3144,62,9,41.38
9488,3144,682,2,73.36
9489,3145,491,5,74.37
9490,3145,994,10,71.92
9491,3145,931,4,80.52
9492,3146,74,3,25.46
9493,3146,422,5,50.7
9494,3146,328,5,72.04
9495,3147,758,3,35.68
9496,3147,217,10,93.54
9497,3147,408,1,86.25
9498,3147,130,5,12.36
9499,3147,978,2,50.82
9500,3148,142,6,70.54
9501,3148,952,10,72.94
9502,3148,843,7,57.51
9503,3149,770,3,50.7
9504,3149,833,7,55.28
9505,3149,182,1,61.16
9506,3150,664,9,19.19
9507,3150,157,5,80.5
9508,3150,788,7,45.08
9509,3150,959,5,89.53
9510,3150,799,9,13.52
9511,3151,2,3,10.72
9512,3151,781,8,62.82
9513,3151,16,10,49.18
9514,3151,253,6,88.01
9515,3152,851,6,66.05
9516,3153,481,6,68.45
9517,3154,121,8,14.94
9518,3154,687,6,90.58
9519,3155,511,10,52.66
9520,3155,545,7,14.63
9521,3156,479,8,92.89
9522,3156,564,8,26.21
9523,3157,204,8,17.78
9524,3157,142,1,71.62
9525,3157,332,4,31.61
9526,3158,8,4,93.25
9527,3159,345,7,61.78
9528,3159,828,7,34.44
9529,3160,939,2,27.18
9530,3160,928,4,16.3
9531,3160,103,6,18.23
9532,3161,516,4,64.92
9533,3161,553,5,24.21
9534,3161,423,7,27.77
9535,3161,377,5,89.5
9536,3162,608,10,12.64
9537,3163,658,5,72.23
9538,3163,121,4,16.85
9539,3164,656,6,27.64
9540,3164,840,7,48.89
9541,3164,91,4,46.08
9542,3164,429,4,39.58
9543,3165,333,3,26.54
9544,3165,773,3,29.13
9545,3165,903,6,71.82
9546,3166,524,6,75.27
9547,3166,844,10,50.22
9548,3166,628,10,29.06
9549,3167,611,7,41.98
9550,3167,449,8,38.38
9551,3167,246,4,41.19
9552,3168,686,10,54.66
9553,3169,302,1,95.91
9554,3169,296,2,22.93
9555,3169,952,2,39.11
9556,3169,42,3,37.74
9557,3170,516,4,10.75
9558,3170,970,8,90.1
9559,3170,15,2,45.99
9560,3170,146,8,67.1
9561,3171,667,5,61.4
9562,3171,259,2,87.91
9563,3172,129,7,95.37
9564,3172,644,7,28.09
9565,3172,951,7,94.09
9566,3173,476,3,75.73
9567,3173,192,7,95.25
9568,3174,701,6,94.7
9569,3174,208,7,53.78
9570,3174,522,8,65.01
9571,3175,491,5,45.09
9572,3175,645,3,44.78
9573,3175,527,7,73.83
9574,3175,5,2,72.18
9575,3176,226,3,53.94
9576,3176,794,9,76.3
9577,3177,972,3,83.06
9578,3177,850,8,10.11
9579,3177,657,7,69.97
9580,3177,496,2,64.27
9581,3177,395,2,36.69
9582,3178,290,10,18.46
9583,3178,554,6,20.77
9584,3178,753,8,41.92
9585,3178,974,2,97.72
9586,3178,757,1,81.66
9587,3179,290,10,95.37
9588,3179,999,3,45.85
9589,3179,839,7,56.39
9590,3179,189,3,97.36
9591,3179,470,10,38.2
9592,3180,74,5,80.08
9593,3180,772,1,60.9
9594,3180,390,7,16.29
9595,3180,959,6,65.35
9596,3181,902,4,24.22
9597,3181,346,8,57.5
9598,3181,48,9,55.42
9599,3181,816,1,48.12
9600,3181,16,4,14.94
9601,3182,293,8,76.3
9602,3182,838,2,17.05
9603,3183,141,8,29.13
9604,3184,926,4,88.59
9605,3184,641,6,67.46
9606,3185,720,2,72.48
9607,3185,143,10,66.35
9608,3185,976,1,51.82
9609,3186,202,1,81.05
9610,3186,249,6,76.24
9611,3187,228,4,61.87
9612,3187,633,6,16.09
9613,3188,981,4,66.38
9614,3189,597,8,78.68
9615,3189,481,4,58.7
9616,3189,678,8,64.15
9617,3189,450,9,99.21
9618,3189,400,8,94.8
9619,3190,252,7,10.69
9620,3190,565,5,26.41
9621,3191,789,7,82.88
9622,3191,777,7,39.61
9623,3191,312,5,71.77
9624,3191,816,9,43.91
9625,3191,471,5,27.82
9626,3192,159,1,44.39
9627,3192,67,5,70.83
9628,3192,997,9,67.24
9629,3192,829,10,65.3
9630,3193,602,9,73.27
9631,3194,52,3,85.87
9632,3194,527,2,15.67
9633,3195,778,1,56.59
9634,3196,945,4,62.65
9635,3196,297,2,62.13
9636,3197,119,2,73.07
9637,3197,649,8,63.18
9638,3197,256,4,11.9
9639,3197,346,1,99.88
9640,3197,772,5,61.43
9641,3198,55,5,35.46
9642,3198,868,3,49.69
9643,3198,846,10,24.95
9644,3199,909,1,22.79
9645,3199,533,5,97.88
9646,3199,666,5,78.6
9647,3199,115,7,17.78
9648,3199,387,10,29.18
9649,3200,829,3,34.57
9650,3200,60,9,76.69
9651,3200,786,6,98.36
9652,3200,118,7,30.94
9653,3201,519,2,27.62
9654,3201,15,6,53.45
9655,3202,79,1,31.86
9656,3202,421,3,25.77
9657,3202,874,6,64.09
9658,3203,736,6,21.58
9659,3204,216,9,41.49
9660,3204,822,7,31.08
9661,3204,505,9,16.59
9662,3204,819,2,47.02
9663,3204,807,5,74.31
9664,3205,843,9,34.72
9665,3205,491,2,84.08
9666,3205,175,10,15.28
9667,3205,924,2,79.84
9668,3206,853,10,68.4
9669,3206,963,6,56.93
9670,3207,702,2,85.52
9671,3207,565,6,57.31
9672,3207,938,2,84.4
9673,3208,97,5,44.56
9674,3209,196,6,32.5
9675,3209,346,10,97.45
9676,3210,167,9,63.3
9677,3210,100,5,96.57
9678,3210,551,2,86.42
9679,3210,710,4,40.29
9680,3210,234,2,45.92
9681,3211,405,1,22.86
9682,3211,98,7,60.49
9683,3211,185,8,57.58
9684,3211,649,9,60.04
9685,3212,525,8,96.25
9686,3212,559,2,86.84
9687,3212,204,9,30.66
9688,3212,511,8,77.25
9689,3213,999,2,11.14
9690,3213,838,5,52.69
9691,3213,2,9,12.76
9692,3214,169,2,29.4
9693,3214,722,2,72.75
9694,3214,859,9,25.54
9695,3214,645,2,84.79
9696,3214,309,4,11.88
9697,3215,317,7,61.04
9698,3215,546,10,36.7
9699,3215,816,6,60.64
9700,3216,308,10,93.88
9701,3216,769,1,78.47
9702,3217,605,8,47.78
9703,3218,232,4,34.91
9704,3218,8,1,33.25
9705,3218,634,6,18.04
9706,3218,89,4,66.67
9707,3218,220,1,49.9
9708,3219,880,7,16.35
9709,3219,5,7,73.26
9710,3219,109,7,71.68
9711,3219,412,9,76.03
9712,3220,319,9,70.7
9713,3220,139,1,93.8
9714,3220,535,8,21.38
9715,3220,317,9,92.68
9716,3221,525,2,58.11
9717,3222,403,10,22.57
9718,3222,800,5,32.9
9719,3222,263,1,39.39
9720,3222,451,3,86.56
