OrderID,ShopperID,OrderDate,Status,TotalAmount
2097,105,2024-11-27,Cancelled,46.78
2098,54,2024-04-03,Pending,427.97
2099,412,2024-06-19,Complete,316.3
2100,421,2024-07-22,Complete,435.0
2101,807,2023-12-05,Cancelled,319.52
2102,465,2023-02-07,Pending,242.82
2103,439,2023-04-16,Cancelled,317.23
2104,348,2023-12-05,Cancelled,470.04
2105,802,2024-09-12,Complete,237.96
2106,337,2023-01-29,Cancelled,112.39
2107,106,2024-12-30,Complete,305.68
2108,70,2023-10-29,Cancelled,398.92
2109,199,2024-10-14,Cancelled,80.47
2110,522,2023-04-05,Pending,190.59
2111,493,2024-09-12,Cancelled,318.01
2112,191,2024-10-11,Complete,86.08
2113,46,2023-06-07,Complete,81.29
2114,599,2024-03-18,Pending,266.3
2115,668,2024-10-14,Pending,169.37
2116,907,2024-06-21,Cancelled,392.24
2117,151,2025-01-12,Pending,168.16
2118,352,2023-09-07,Pending,197.04
2119,9,2023-12-02,Cancelled,301.49
2120,695,2023-07-01,Complete,47.51
2121,520,2024-03-07,Cancelled,432.18
2122,433,2023-07-14,Pending,113.8
2123,206,2024-03-24,Cancelled,456.08
2124,805,2023-09-14,Complete,183.94
2125,684,2025-01-13,Pending,353.5
2126,479,2024-06-10,Cancelled,352.36
2127,873,2023-06-15,Cancelled,291.73
2128,344,2024-12-22,Cancelled,163.82
2129,337,2024-03-19,Complete,70.33
2130,898,2025-01-08,Complete,258.05
2131,943,2023-04-30,Complete,326.61
2132,710,2024-04-26,Complete,243.94
2133,219,2023-11-16,Complete,250.76
2134,787,2024-03-20,Pending,407.49
2135,385,2024-02-03,Complete,212.15
2136,846,2023-11-13,Complete,194.15
2137,76,2024-05-17,Pending,34.41
2138,118,2023-09-12,Complete,159.48
2139,200,2023-11-06,Cancelled,301.13
2140,784,2023-12-03,Pending,41.07
2141,31,2023-07-23,Complete,114.96
2142,179,2023-09-10,Complete,444.98
2143,737,2023-08-10,Complete,183.11
2144,568,2024-03-29,Complete,105.7
2145,23,2023-10-28,Complete,424.58
2146,933,2023-08-14,Complete,30.08
2147,694,2024-06-05,Complete,201.88
2148,807,2023-05-28,Complete,182.42
2149,216,2023-11-22,Pending,238.98
2150,379,2024-09-17,Pending,337.24
2151,964,2024-03-12,Cancelled,489.01
2152,639,2024-07-30,Pending,441.63
2153,67,2024-05-21,Complete,89.33
2154,947,2023-09-26,Complete,401.55
2155,197,2023-09-29,Cancelled,201.53
2156,384,2024-08-09,Pending,307.78
2157,652,2023-03-02,Complete,462.09
2158,782,2023-06-15,Cancelled,301.92
2159,875,2024-09-21,Cancelled,161.21
2160,153,2024-02-16,Pending,138.64
2161,645,2024-05-21,Pending,438.97
2162,872,2024-06-22,Cancelled,484.82
2163,908,2024-08-12,Pending,120.43
2164,84,2023-10-18,Pending,399.68
2165,630,2024-04-23,Complete,100.37
2166,398,2024-12-19,Cancelled,380.55
2167,384,2023-07-26,Pending,269.07
2168,184,2023-08-21,Pending,361.99
2169,539,2023-04-02,Cancelled,251.98
2170,979,2024-10-09,Pending,247.4
2171,596,2023-02-19,Pending,326.29
2172,810,2024-02-04,Cancelled,331.87
2173,213,2024-09-29,Complete,449.54
2174,463,2023-08-22,Complete,210.03
2175,314,2024-03-04,Pending,446.58
2176,586,2024-02-25,Complete,469.04
2177,384,2024-11-25,Pending,284.26
2178,138,2024-11-05,Complete,161.62
2179,532,2024-09-22,Pending,130.49
2180,43,2024-11-12,Pending,265.89
2181,345,2023-12-10,Pending,236.55
2182,443,2025-01-13,Pending,196.41
2183,510,2024-12-06,Pending,151.05
2184,26,2024-10-01,Complete,232.01
2185,272,2024-09-05,Cancelled,56.43
2186,924,2023-12-11,Complete,161.37
2187,514,2024-08-16,Cancelled,282.39
2188,81,2023-08-20,Pending,464.77
2189,101,2024-01-20,Complete,54.25
2190,40,2024-09-23,Cancelled,116.15
2191,202,2024-04-23,Cancelled,178.04
2192,310,2023-06-08,Cancelled,411.47
2193,700,2024-12-08,Pending,111.51
2194,619,2024-01-23,Complete,499.23
2195,771,2024-12-08,Cancelled,375.11
2196,935,2023-03-28,Pending,24.1
2197,307,2024-05-20,Pending,414.71
2198,802,2023-03-25,Pending,473.99
2199,842,2025-01-03,Cancelled,383.75
2200,13,2023-12-18,Pending,333.96
2201,780,2023-03-31,Complete,435.42
2202,234,2023-01-26,Complete,367.2
2203,215,2023-08-17,Pending,132.19
2204,602,2023-05-29,Cancelled,383.66
2205,740,2024-12-26,Pending,183.52
2206,88,2024-01-16,Pending,425.98
2207,440,2023-06-30,Cancelled,220.49
2208,450,2023-03-11,Pending,429.41
2209,31,2023-09-06,Pending,86.7
2210,895,2023-12-20,Complete,166.67
2211,756,2025-01-17,Complete,259.9
2212,675,2023-04-09,Pending,183.11
2213,430,2024-04-24,Pending,349.17
2214,414,2023-03-11,Cancelled,278.05
2215,334,2023-08-08,Cancelled,31.16
2216,805,2024-02-12,Complete,462.63
2217,158,2023-02-04,Pending,292.73
2218,819,2023-03-08,Cancelled,458.6
2219,588,2024-07-24,Pending,490.48
2220,210,2024-10-23,Pending,50.58
2221,396,2023-03-28,Complete,247.89
2222,337,2023-07-15,Cancelled,481.73
2223,655,2024-09-22,Pending,64.76
2224,107,2024-06-07,Cancelled,285.4
2225,33,2023-05-25,Cancelled,309.61
2226,28,2023-04-17,Complete,115.52
2227,934,2024-09-15,Pending,156.23
2228,239,2024-03-27,Pending,336.59
2229,72,2023-07-27,Pending,47.58
2230,531,2023-01-27,Complete,102.48
2231,881,2023-03-31,Pending,207.73
2232,114,2024-09-13,Complete,277.5
2233,490,2023-07-21,Cancelled,53.01
2234,979,2024-08-19,Complete,82.37
2235,211,2024-05-05,Pending,227.46
2236,727,2023-05-20,Cancelled,247.89
2237,619,2023-10-08,Cancelled,470.79
2238,602,2024-05-01,Complete,261.19
2239,702,2024-10-14,Pending,152.21
2240,8,2024-10-26,Complete,233.95
2241,845,2024-03-21,Pending,310.33
2242,253,2023-12-28,Cancelled,177.87
2243,583,2024-01-16,Pending,240.9
2244,590,2023-05-09,Complete,373.9
2245,295,2023-08-20,Cancelled,442.88
2246,468,2024-05-07,Pending,356.15
2247,729,2024-06-24,Pending,207.72
2248,844,2024-12-16,Complete,219.23
2249,184,2023-09-14,Cancelled,371.96
2250,469,2023-03-18,Pending,457.2
2251,188,2024-07-09,Cancelled,292.94
2252,403,2024-07-17,Cancelled,473.93
2253,246,2024-11-24,Complete,151.41
2254,644,2023-11-29,Cancelled,160.11
2255,939,2024-03-16,Complete,355.06
2256,740,2023-04-04,Complete,456.19
2257,422,2024-11-12,Cancelled,78.19
2258,378,2024-04-30,Complete,382.59
2259,517,2024-07-19,Pending,216.85
2260,169,2023-06-14,Pending,119.54
2261,46,2024-11-18,Pending,32.82
2262,655,2024-12-12,Cancelled,344.3
2263,473,2024-04-19,Pending,184.96
2264,409,2023-12-11,Complete,210.4
2265,11,2024-01-13,Pending,75.05
2266,940,2023-02-23,Complete,177.01
2267,767,2025-01-20,Pending,252.68
2268,70,2024-12-25,Complete,283.25
2269,249,2023-04-08,Cancelled,476.01
2270,144,2024-02-02,Pending,413.8
2271,862,2024-07-17,Complete,101.88
2272,19,2024-06-07,Cancelled,68.25
2273,302,2024-04-06,Complete,276.63
2274,401,2024-06-14,Complete,57.24
2275,782,2024-04-11,Complete,345.14
2276,158,2023-02-01,Pending,191.88
2277,222,2024-01-30,Cancelled,36.53
2278,692,2023-07-04,Cancelled,123.76
2279,714,2024-12-11,Complete,421.52
2280,831,2024-11-01,Cancelled,327.69
2281,734,2024-09-29,Cancelled,450.56
2282,400,2023-10-23,Cancelled,168.0
2283,54,2023-11-26,Cancelled,22.24
2284,791,2024-03-11,Pending,388.21
2285,952,2024-02-16,Complete,199.83
2286,245,2024-08-31,Complete,63.87
2287,432,2024-03-21,Complete,494.86
2288,346,2024-02-23,Complete,346.38
2289,65,2023-03-14,Complete,480.2
2290,99,2023-10-24,Cancelled,100.58
2291,172,2023-11-18,Complete,219.53
2292,111,2024-04-17,Pending,174.89
2293,642,2023-04-18,Complete,319.84
2294,957,2024-07-08,Cancelled,209.63
2295,439,2024-03-16,Complete,131.56
2296,109,2024-03-11,Pending,175.22
2297,16,2023-05-17,Pending,333.92
2298,13,2024-06-29,Pending,122.13
2299,226,2023-12-22,Complete,335.82
2300,286,2023-12-19,Cancelled,319.48
2301,45,2023-02-10,Complete,445.02
2302,421,2024-09-26,Pending,388.42
2303,512,2024-09-06,Complete,362.01
2304,811,2023-11-28,Cancelled,102.3
2305,983,2024-08-17,Complete,307.94
2306,647,2023-10-08,Cancelled,206.51
2307,947,2024-11-24,Cancelled,83.81
2308,180,2024-08-22,Cancelled,385.62
2309,705,2024-11-29,Pending,489.45
2310,683,2024-07-11,Pending,52.41
2311,19,2023-10-20,Cancelled,457.81
2312,460,2024-04-02,Pending,265.29
2313,760,2023-12-11,Complete,261.64
2314,722,2024-12-19,Complete,131.65
2315,632,2024-04-04,Complete,168.25
2316,756,2024-11-16,Pending,383.48
2317,635,2024-01-15,Complete,48.76
2318,384,2024-01-09,Pending,162.38
2319,156,2024-06-10,Pending,118.1
2320,39,2024-08-23,Complete,463.24
2321,613,2024-04-24,Pending,374.84
2322,337,2023-02-02,Complete,153.5
2323,660,2024-11-11,Complete,270.02
2324,425,2023-09-11,Cancelled,410.1
2325,769,2024-07-10,Complete,129.92
2326,751,2023-11-18,Pending,184.51
2327,211,2023-04-29,Cancelled,45.96
2328,940,2024-05-15,Cancelled,494.42
2329,821,2023-07-22,Cancelled,354.21
2330,228,2024-01-04,Cancelled,438.9
2331,534,2024-09-25,Pending,108.1
2332,645,2023-07-04,Complete,51.02
2333,504,2023-07-15,Complete,477.76
2334,54,2023-12-29,Cancelled,496.17
2335,961,2023-08-16,Complete,80.27
2336,178,2023-03-31,Cancelled,283.45
2337,815,2024-05-21,Complete,133.43
2338,81,2023-05-30,Pending,367.99
2339,319,2024-01-21,Complete,366.4
2340,251,2024-01-22,Pending,104.69
2341,255,2024-09-09,Pending,156.97
2342,460,2023-12-16,Cancelled,116.67
2343,884,2023-12-14,Pending,58.41
2344,996,2024-05-07,Pending,211.16
2345,172,2024-02-24,Pending,231.86
2346,518,2024-12-08,Cancelled,372.77
2347,779,2023-08-01,Complete,413.41
2348,813,2023-11-12,Pending,29.51
2349,391,2024-07-18,Pending,429.94
2350,778,2024-07-27,Pending,305.69
2351,157,2023-05-15,Cancelled,368.79
2352,264,2025-01-02,Pending,242.55
2353,465,2025-01-18,Pending,200.07
2354,621,2024-12-08,Pending,54.53
2355,140,2023-04-30,Cancelled,245.24
2356,159,2023-07-22,Complete,22.01
2357,883,2023-01-24,Cancelled,370.58
2358,384,2023-09-21,Pending,214.19
2359,426,2024-08-27,Pending,485.84
2360,383,2024-06-02,Pending,254.98
2361,657,2024-03-23,Cancelled,54.19
2362,907,2024-08-28,Complete,496.39
2363,128,2024-01-28,Pending,467.42
2364,167,2024-10-31,Complete,386.22
2365,981,2025-01-09,Pending,390.21
2366,770,2025-01-09,Cancelled,187.32
2367,727,2024-08-11,Pending,324.79
2368,378,2024-12-10,Cancelled,47.7
2369,395,2024-03-27,Pending,373.12
2370,249,2024-09-10,Pending,36.56
2371,833,2023-09-22,Pending,322.86
2372,693,2024-07-24,Complete,354.79
2373,661,2024-09-10,Complete,145.44
2374,467,2023-11-09,Cancelled,90.74
2375,254,2024-07-28,Cancelled,297.6
2376,679,2023-03-03,Complete,25.92
2377,790,2024-02-08,Complete,329.31
2378,939,2023-06-28,Pending,210.88
2379,601,2024-09-08,Complete,268.9
2380,194,2023-02-14,Pending,99.6
2381,438,2024-04-03,Pending,352.08
2382,513,2024-03-22,Cancelled,336.07
2383,392,2023-03-13,Cancelled,167.83
2384,422,2024-06-13,Cancelled,437.32
2385,112,2024-04-05,Cancelled,294.85
2386,817,2024-07-05,Pending,410.83
2387,276,2023-11-23,Cancelled,120.57
2388,767,2023-06-08,Pending,355.52
2389,7,2024-05-20,Complete,411.87
2390,2,2023-03-23,Complete,53.52
2391,714,2024-07-16,Pending,271.98
2392,671,2023-07-05,Pending,371.86
2393,175,2023-09-03,Complete,199.83
2394,721,2024-04-22,Complete,115.05
2395,187,2024-03-08,Cancelled,475.27
2396,462,2024-01-16,Cancelled,410.9
2397,191,2024-11-04,Complete,48.31
2398,188,2023-12-19,Complete,144.49
2399,924,2024-05-02,Pending,231.55
2400,935,2025-01-01,Cancelled,72.41
2401,652,2023-08-18,Complete,58.31
2402,88,2024-07-17,Pending,79.85
2403,66,2024-01-13,Pending,34.24
2404,241,2023-04-13,Pending,252.89
2405,779,2023-12-09,Complete,24.56
2406,273,2024-08-07,Complete,339.35
2407,809,2023-08-24,Complete,66.48
2408,535,2024-02-12,Complete,200.32
2409,533,2023-09-10,Pending,467.42
2410,485,2024-03-25,Pending,310.1
2411,345,2023-07-16,Pending,347.29
2412,352,2023-06-18,Pending,412.09
2413,964,2023-10-22,Pending,339.24
2414,388,2024-08-19,Cancelled,47.48
2415,365,2024-07-04,Pending,407.01
2416,4,2023-02-25,Pending,437.86
2417,412,2024-04-17,Cancelled,421.0
2418,948,2023-04-08,Complete,32.33
2419,126,2024-12-04,Cancelled,154.14
2420,717,2024-04-27,Complete,196.85
2421,634,2024-08-13,Cancelled,336.26
2422,487,2024-08-08,Cancelled,218.3
2423,193,2024-12-26,Complete,493.37
2424,981,2023-06-01,Pending,27.98
2425,369,2023-01-29,Complete,485.41
2426,754,2024-04-09,Pending,345.41
2427,240,2023-05-21,Cancelled,252.58
2428,757,2024-05-21,Cancelled,401.1
2429,357,2023-03-04,Pending,470.76
2430,965,2024-11-02,Pending,493.7
2431,878,2023-07-21,Cancelled,454.5
2432,752,2024-10-02,Pending,161.05
2433,200,2023-10-21,Cancelled,88.72
2434,533,2024-10-06,Cancelled,396.73
2435,734,2023-11-27,Cancelled,35.24
2436,510,2023-03-08,Complete,164.65
2437,690,2024-05-30,Cancelled,493.87
2438,479,2024-04-18,Complete,450.28
2439,978,2024-01-30,Complete,251.44
2440,554,2023-04-18,Complete,136.81
2441,175,2023-04-13,Cancelled,355.96
2442,109,2023-08-05,Pending,496.81
2443,30,2023-09-22,Complete,465.92
2444,335,2024-04-11,Pending,387.83
2445,226,2024-08-30,Cancelled,143.66
2446,488,2023-05-18,Cancelled,79.09
2447,140,2024-11-02,Cancelled,324.1
2448,504,2024-01-05,Complete,401.86
2449,341,2023-03-20,Complete,467.25
2450,785,2024-02-02,Cancelled,51.04
2451,352,2024-04-10,Pending,456.88
2452,761,2024-12-04,Cancelled,368.01
2453,670,2025-01-05,Cancelled,396.84
2454,990,2023-05-11,Pending,408.05
2455,229,2023-03-20,Pending,75.53
2456,90,2023-04-08,Complete,62.79
2457,759,2024-03-02,Cancelled,469.86
2458,763,2024-05-09,Complete,294.96
2459,131,2023-02-14,Pending,477.95
2460,591,2023-02-16,Cancelled,20.81
2461,64,2024-11-23,Cancelled,277.09
2462,868,2023-10-30,Pending,490.33
2463,328,2024-10-17,Pending,402.81
2464,957,2024-04-29,Complete,269.48
2465,617,2024-01-03,Cancelled,126.63
2466,405,2023-08-25,Complete,278.38
2467,472,2024-12-07,Pending,89.46
2468,966,2024-01-09,Pending,421.86
2469,512,2024-06-21,Cancelled,238.78
2470,616,2024-11-18,Pending,90.02
2471,682,2023-08-13,Cancelled,36.49
2472,328,2024-09-23,Pending,261.14
2473,706,2023-10-01,Complete,151.26
2474,869,2023-08-29,Cancelled,295.51
2475,647,2023-03-25,Complete,257.61
2476,722,2025-01-11,Pending,48.23
2477,830,2024-12-22,Pending,93.3
2478,734,2024-10-11,Complete,427.07
2479,957,2024-12-04,Complete,356.2
2480,54,2023-09-27,Complete,431.25
2481,745,2024-03-26,Pending,163.57
2482,835,2023-11-21,Cancelled,457.94
2483,164,2025-01-12,Complete,283.01
2484,346,2023-08-30,Pending,345.39
2485,357,2024-04-19,Pending,207.71
2486,541,2023-10-04,Cancelled,155.86
2487,714,2023-11-18,Complete,356.53
2488,562,2023-06-12,Pending,66.71
2489,332,2024-06-09,Cancelled,435.61
2490,56,2023-10-28,Cancelled,165.96
2491,671,2023-07-11,Complete,297.04
2492,453,2023-11-19,Cancelled,251.57
2493,919,2023-09-03,Complete,120.69
2494,824,2023-11-10,Cancelled,113.91
2495,667,2023-02-04,Complete,193.87
2496,877,2023-12-14,Cancelled,68.93
2497,805,2023-08-25,Complete,200.75
2498,438,2023-06-23,Cancelled,424.0
2499,949,2023-06-02,Complete,66.1
2500,998,2024-08-31,Pending,106.22
2501,54,2024-10-02,Complete,490.53
2502,666,2023-01-23,Pending,304.83
2503,994,2025-01-09,Complete,320.95
2504,414,2023-03-27,Complete,36.32
2505,247,2023-10-16,Pending,254.54
2506,705,2023-11-08,Cancelled,478.19
2507,669,2023-12-25,Cancelled,200.18
2508,709,2024-09-02,Cancelled,336.09
2509,797,2024-05-12,Pending,435.15
2510,666,2024-04-14,Pending,152.1
2511,669,2024-09-30,Pending,196.32
2512,123,2024-04-23,Complete,59.67
2513,501,2024-06-01,Cancelled,341.02
2514,522,2024-01-11,Complete,31.05
2515,587,2024-04-22,Cancelled,250.16
2516,711,2024-09-14,Cancelled,65.39
2517,608,2023-06-23,Complete,204.3
2518,661,2023-03-10,Cancelled,228.16
2519,586,2024-08-26,Complete,67.73
2520,66,2023-05-11,Cancelled,456.26
2521,815,2024-12-15,Cancelled,108.75
2522,833,2023-08-11,Cancelled,29.48
2523,570,2024-12-06,Cancelled,396.07
2524,543,2023-08-10,Pending,50.69
2525,858,2024-03-23,Cancelled,278.71
2526,839,2024-06-05,Cancelled,79.56
2527,772,2023-09-10,Complete,483.53
2528,920,2023-10-01,Complete,106.72
2529,614,2023-02-08,Cancelled,106.37
2530,569,2023-02-03,Pending,404.25
2531,126,2023-08-04,Complete,81.83
2532,212,2024-12-26,Cancelled,97.38
2533,576,2024-07-12,Pending,428.7
2534,36,2023-03-18,Complete,490.37
2535,519,2024-02-06,Pending,194.51
2536,558,2023-02-19,Complete,223.06
2537,968,2024-10-31,Cancelled,20.04
2538,308,2024-12-07,Complete,474.18
2539,532,2024-04-03,Pending,336.4
2540,456,2024-04-05,Complete,296.99
2541,712,2023-07-29,Pending,270.88
2542,361,2024-07-09,Cancelled,278.34
2543,215,2023-10-15,Cancelled,67.52
2544,840,2024-08-13,Complete,133.81
2545,193,2023-06-20,Complete,163.86
2546,853,2024-11-22,Complete,479.56
2547,617,2023-03-25,Cancelled,123.7
2548,368,2023-02-16,Pending,81.68
2549,638,2024-04-17,Pending,55.69
2550,262,2024-03-23,Pending,203.26
2551,926,2024-10-15,Complete,212.03
2552,86,2023-12-01,Pending,344.73
2553,963,2024-12-19,Cancelled,88.76
2554,209,2024-11-12,Complete,322.19
2555,276,2023-08-14,Cancelled,354.47
2556,198,2024-07-25,Cancelled,198.63
2557,674,2024-12-28,Cancelled,413.84
2558,620,2023-08-03,Complete,221.45
2559,158,2024-01-02,Pending,496.38
2560,445,2023-02-09,Pending,32.44
2561,619,2024-04-11,Complete,57.21
2562,128,2023-04-03,Cancelled,72.8
2563,562,2024-08-29,Pending,51.66
2564,656,2024-05-09,Complete,194.15
2565,342,2023-10-13,Pending,90.24
2566,818,2024-12-01,Complete,151.35
2567,101,2023-04-01,Pending,490.15
2568,228,2023-10-29,Pending,476.86
2569,802,2023-06-25,Complete,104.35
2570,746,2024-03-11,Pending,302.64
2571,827,2024-07-11,Pending,65.86
2572,358,2023-05-12,Cancelled,294.64
2573,289,2023-07-19,Cancelled,150.11
2574,102,2024-12-16,Complete,101.96
2575,970,2023-11-03,Pending,106.72
2576,826,2023-09-11,Cancelled,345.35
2577,808,2025-01-19,Cancelled,284.8
2578,904,2023-04-30,Pending,248.89
2579,131,2024-02-29,Pending,24.56
2580,526,2023-10-13,Cancelled,94.64
2581,130,2024-07-20,Complete,201.82
2582,754,2023-04-19,Pending,45.38
2583,743,2025-01-09,Cancelled,487.76
2584,725,2024-10-13,Complete,345.54
2585,429,2024-04-10,Cancelled,239.74
2586,450,2024-06-22,Pending,403.27
2587,515,2025-01-06,Pending,152.4
2588,439,2024-07-18,Cancelled,472.0
2589,903,2023-05-04,Complete,166.49
2590,879,2024-08-06,Complete,474.78
2591,417,2024-11-17,Pending,425.72
2592,650,2023-06-25,Complete,56.81
2593,246,2024-10-29,Complete,99.25
2594,59,2023-11-30,Complete,376.84
2595,568,2024-10-19,Pending,408.01
2596,11,2024-07-29,Pending,344.98
2597,955,2023-04-14,Cancelled,85.49
2598,510,2023-06-25,Cancelled,348.86
2599,694,2024-11-27,Cancelled,354.98
2600,416,2024-05-15,Complete,315.82
2601,933,2023-05-26,Cancelled,23.5
2602,436,2023-10-15,Cancelled,276.48
2603,354,2023-11-20,Complete,497.23
2604,678,2024-03-14,Cancelled,348.36
2605,44,2024-01-17,Cancelled,235.35
2606,173,2023-11-10,Cancelled,466.49
2607,783,2024-06-03,Cancelled,453.82
2608,180,2024-03-15,Complete,196.18
2609,137,2023-01-27,Cancelled,189.58
2610,53,2024-04-19,Pending,257.84
2611,175,2023-03-25,Pending,485.47
2612,347,2024-01-02,Cancelled,139.89
2613,553,2024-04-14,Complete,159.23
2614,495,2024-11-21,Pending,147.08
2615,3,2023-05-11,Cancelled,322.96
2616,404,2023-07-07,Complete,463.07
2617,952,2025-01-09,Cancelled,267.45
2618,915,2023-09-17,Complete,469.0
2619,914,2023-04-21,Cancelled,427.21
2620,59,2024-07-09,Pending,22.83
2621,472,2023-10-13,Pending,163.21
2622,110,2023-03-23,Complete,187.87
2623,740,2023-10-21,Complete,212.99
2624,10,2023-10-06,Complete,226.79
2625,203,2023-05-24,Complete,273.97
2626,921,2024-07-26,Complete,217.15
2627,936,2024-10-10,Pending,23.32
2628,788,2024-06-30,Cancelled,140.06
2629,482,2024-06-30,Pending,199.67
2630,374,2025-01-08,Pending,448.25
2631,550,2024-06-15,Pending,72.17
2632,450,2024-04-29,Cancelled,422.89
2633,166,2024-08-07,Complete,189.79
2634,445,2024-06-30,Complete,192.43
2635,892,2025-01-20,Cancelled,115.26
2636,195,2024-06-10,Pending,39.32
2637,405,2024-03-16,Pending,377.08
2638,923,2023-04-07,Complete,96.95
2639,204,2024-08-23,Pending,480.66
2640,273,2024-05-22,Complete,222.13
2641,564,2023-03-28,Pending,403.91
2642,732,2024-09-21,Complete,175.95
2643,783,2024-02-28,Pending,260.89
2644,946,2024-02-14,Cancelled,424.67
2645,399,2024-04-11,Complete,72.67
2646,111,2023-05-28,Complete,80.54
2647,353,2024-02-17,Cancelled,26.55
2648,701,2023-04-25,Complete,44.98
2649,850,2023-08-18,Pending,226.24
2650,612,2024-02-26,Cancelled,23.85
2651,492,2024-09-07,Pending,155.47
2652,85,2023-04-02,Pending,138.92
2653,157,2023-06-13,Cancelled,265.4
2654,256,2023-04-27,Pending,388.03
2655,885,2024-01-13,Pending,497.24
2656,254,2023-06-25,Cancelled,413.89
2657,204,2023-12-03,Pending,359.1
2658,830,2024-05-05,Complete,356.55
2659,515,2024-05-06,Cancelled,106.97
2660,876,2024-06-14,Cancelled,321.88
2661,153,2025-01-20,Complete,77.82
2662,411,2024-05-18,Complete,151.45
2663,197,2024-05-05,Complete,224.63
2664,632,2024-10-24,Complete,63.65
2665,53,2023-05-05,Pending,215.5
2666,314,2024-06-28,Cancelled,323.99
2667,237,2023-06-30,Complete,181.37
2668,491,2023-05-03,Complete,264.73
2669,660,2023-05-03,Complete,166.06
2670,276,2023-05-18,Pending,154.67
2671,360,2023-12-04,Cancelled,220.68
2672,328,2023-12-19,Complete,107.24
2673,1,2024-10-19,Complete,337.01
2674,330,2024-07-05,Complete,156.95
2675,287,2023-11-05,Cancelled,68.37
2676,190,2024-07-20,Pending,475.2
2677,373,2023-05-17,Pending,166.09
2678,100,2023-07-24,Cancelled,26.56
2679,566,2023-08-24,Complete,178.98
2680,760,2025-01-21,Pending,376.61
2681,604,2024-12-04,Cancelled,310.26
2682,244,2024-08-12,Cancelled,152.45
2683,599,2024-12-10,Pending,61.87
2684,109,2024-02-21,Complete,322.19
2685,617,2024-01-05,Complete,39.7
2686,992,2024-04-12,Cancelled,412.36
2687,198,2023-08-12,Cancelled,233.97
2688,102,2023-12-28,Complete,472.07
2689,634,2024-06-14,Pending,164.71
2690,486,2023-12-11,Complete,276.11
2691,158,2023-09-07,Complete,81.36
2692,429,2023-08-09,Cancelled,361.57
2693,913,2023-03-19,Cancelled,488.06
2694,917,2023-09-30,Pending,235.27
2695,735,2024-03-25,Complete,457.21
2696,70,2024-05-24,Pending,221.12
2697,954,2023-02-15,Cancelled,399.62
2698,171,2024-06-10,Cancelled,151.59
2699,991,2023-06-04,Complete,159.04
2700,979,2023-10-04,Cancelled,49.18
2701,996,2023-05-31,Cancelled,111.29
2702,835,2023-07-21,Pending,257.61
2703,546,2023-04-25,Cancelled,486.34
2704,170,2023-08-28,Pending,380.35
2705,394,2023-08-06,Cancelled,394.1
2706,411,2024-02-18,Cancelled,150.32
2707,189,2023-07-10,Complete,96.8
2708,224,2024-07-06,Cancelled,354.43
2709,901,2023-04-18,Cancelled,238.61
2710,725,2024-12-16,Cancelled,272.04
2711,311,2023-10-18,Complete,162.25
2712,275,2024-11-23,Cancelled,77.17
2713,230,2024-07-25,Complete,276.11
2714,299,2024-05-12,Complete,327.02
2715,965,2024-04-07,Pending,465.08
2716,277,2024-01-09,Complete,328.36
2717,255,2024-11-26,Complete,276.61
2718,2,2023-08-02,Cancelled,186.78
2719,620,2023-05-01,Pending,175.79
2720,970,2024-02-23,Cancelled,444.31
2721,271,2023-04-20,Cancelled,84.13
2722,920,2023-09-14,Cancelled,161.55
2723,59,2023-12-17,Cancelled,411.64
2724,844,2024-11-18,Pending,125.25
2725,989,2023-11-27,Pending,104.83
2726,995,2023-10-02,Complete,277.95
2727,889,2024-06-26,Cancelled,71.09
2728,764,2023-04-07,Cancelled,203.35
2729,670,2023-12-01,Pending,437.61
2730,650,2023-05-28,Cancelled,284.42
2731,837,2023-02-10,Pending,125.91
2732,276,2023-06-13,Complete,299.2
2733,828,2024-09-21,Pending,94.71
2734,238,2023-12-12,Cancelled,368.62
2735,378,2023-04-23,Complete,453.04
2736,96,2024-04-13,Pending,107.13
2737,190,2023-08-18,Complete,110.65
2738,503,2024-11-28,Cancelled,106.6
2739,289,2023-05-22,Complete,168.88
2740,907,2024-02-04,Complete,412.4
2741,704,2024-03-24,Cancelled,110.17
2742,147,2023-04-26,Complete,224.67
2743,466,2023-04-17,Cancelled,485.79
2744,103,2023-05-27,Cancelled,272.85
2745,745,2024-02-05,Complete,309.58
2746,387,2024-07-27,Pending,29.94
2747,847,2025-01-05,Complete,386.45
2748,660,2023-07-14,Complete,83.45
2749,789,2023-09-14,Complete,148.48
2750,962,2023-11-28,Cancelled,307.83
2751,812,2023-04-29,Complete,479.66
2752,109,2023-02-28,Cancelled,373.34
2753,347,2025-01-08,Cancelled,60.78
2754,143,2024-10-08,Pending,384.64
2755,914,2024-01-28,Pending,411.42
2756,315,2023-02-06,Pending,249.88
2757,250,2024-01-03,Complete,280.89
2758,274,2024-01-24,Cancelled,280.93
2759,22,2023-01-25,Complete,69.35
2760,304,2024-01-23,Complete,265.54
2761,857,2024-11-08,Pending,88.08
2762,935,2023-05-27,Complete,31.52
2763,438,2023-02-17,Pending,90.74
2764,672,2024-09-17,Pending,128.42
2765,901,2023-10-09,Cancelled,204.68
2766,906,2024-04-23,Cancelled,414.94
2767,116,2023-01-24,Pending,101.39
2768,113,2024-06-19,Complete,68.83
2769,979,2024-03-30,Pending,191.51
2770,631,2024-08-04,Pending,76.81
2771,946,2023-06-13,Complete,449.88
2772,620,2023-10-01,Complete,105.47
